"Action Context","Action Type","Action URL","App Name","App Version","Apple Id Number","Click Target","Client ID","Coming Soon","Consented TV Providers","Content Provider Brand ID","Content Type","Destination URL","Dialog Message Text","Dialog Response","Dialog Response Options","Dialog Subject ID","Dialog Type","Event Time","Event Type","External Reference URL","Feature Title","Hardware Brand","Hardware Family","Hardware Model","IP City","IP Country","IP Latitude","IP Longitude","IP Network","IP Network Type","IP Region","Impressed Content Names","Masked IP Address","Media Id","Media Play Position (MS)","Network Connection Type","Non Consented TV Providers","OS Languages","OS Version","Offer Type","On Web App","Operating System","Opted-in for Personalization","Page History","Page ID","Page Type","Page URL","Referral App Name","Screen Height (Pixels)","Screen Pixel Ratio","Screen Width (Pixels)","Search Term","Sensitive Content Type","Start Type","Store Front Name","Subscribed TV Providers","TV Provider Apps","Tab","Timezone Offset (Minutes)","Type","Upsell State","Upsell Trigger","Upsell Type","Visit ID","Window Inner Height (Pixels)","Window Inner Width (Pixels)","Window Outer Height (Pixels)","Window Outer Width (Pixels)"
"","","","Apple TV App","5.0.0 (roku2-4R33)","405952270","","VZv0pz6OXE_7osIAXvMo3RVV0B_7IPDfyy45Cx0_cug","","","","","","","","","","","2020-02-19T23:06:46.318Z","page","","","Roku","TV","3600X","ATLANTA","US","33.7486","-84.3884","","","GA","","136.55.167.0","","","WiFi","","","9.2.0","","false","Roku OS","","Prompt_AnalyticsConsent|WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|Picker_SignIn|SignIn_QRCode|Prompt_Consent","SettingsPage","Settings","","","720","","1280","","","","United States","","","settings","300","","","","","aa91db9f-56f3-4d1d-b77e-6a0b8b7228a5_1_1582153510643","","","",""
"","","","Apple TV App","5.0.0 (roku2-4R33)","405952270","","VZv0pz6OXE_7osIAXvMo3RVV0B_7IPDfyy45Cx0_cug","","","","","","","","","","","2020-02-19T23:06:46.294Z","impressions","","","Roku","TV","3600X","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,Consent,null,1,0,0,WrappedArray(1582153569890),null,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,see_how_your_data_is_managed,null,2,6,1,WrappedArray(1582153569890),null,See how your data is managed,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,continue,null,3,8,1,WrappedArray(1582153569891),null,Start Watching,null,null,null,null,null,null,null,null,null,null,null,null]","136.55.167.0","","","WiFi","","","9.2.0","","false","Roku OS","","","Consent","Prompt","","","720","","1280","","","","United States","","","settings","300","","","","","aa91db9f-56f3-4d1d-b77e-6a0b8b7228a5_1_1582153510643","","","",""
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Episode","","","","","","","2020-05-23T02:22:56.206Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3|Episode_umc.cmc.2mpi140x3j70r8wg9ro1cdv11|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","umc.cmc.2mpi140x3j70r8wg9ro1cdv11","Episode","https://tv.apple.com/us/episode/quarantine/umc.cmc.2mpi140x3j70r8wg9ro1cdv11","","900","1.0","1600","","","","United States","","","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/episode/quarantine/umc.cmc.2mpi140x3j70r8wg9ro1cdv11?showId=umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.2mpi140x3j70r8wg9ro1cdv11","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-05-23T02:22:55.921Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,umc.cmc.1ybrwww83rknjtwiuuemjfbvq,umc_id,1,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,Movie,Subscription,VELQN0560101,umc.cmc.1ybrwww83rknjtwiuuemjfbvq,umc_id,2,2,1,WrappedArray(1574960158949),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.mv.378iugt0s8iwo5age0f54wb9u,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","ru-RU","10.0","","true","Windows","","","","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","com.apple.TVWatchList|com.imult.mult","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/episode/quarantine/umc.cmc.2mpi140x3j70r8wg9ro1cdv11?showId=umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.2mpi140x3j70r8wg9ro1cdv11","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","Disney+|FOX NOW|PBS Video|ABC|NBC|Comedy Central|CNN|The CW|Prime Video|Music","","Show","","","","","","","2020-05-23T02:22:55.921Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,edt.col.5edef828-4251-4e6c-aa8f-77a5da33bf63,umc_id,1,2,null,WrappedArray(),Shelf,In Honor of Juneteenth,null,edt.shelf.5eebd4a1-8354-426b-a6d2-83315c006950,uts.category.brick_row_takeover,Brick2,null,tahoma_movies,null,null,null,null,null,null]|[navigate,null,null,null,EditorialItem,null,null,edt.item.5eea7108-ade7-4009-9f2a-272e261edb00,umc_id,2,2,1,WrappedArray(1592694155057),brick2,Honor,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,EditorialItem,null,null,edt.item.5eea7108-5a39-4bfa-8106-bb1a3e4f2a62,umc_id,3,3,1,WrappedArray(1592694155057),brick2,Black,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,EditorialItem,null,null,edt.item.5eea7108-93ef-41a5-8525-503c10b71d0e,umc_id,4,4,1,WrappedArray(1592694155057),brick2,Lives,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,uts.col.ItunesCharts.chart.allMovies33,umc_id,5,1,null,WrappedArray(),Shelf,Top Movies,null,edt.shelf.5c5273df-4b82-469d-9f27-98f989ead9f0,uts.category.uts.col.ItunesCharts,Lockup,ItunesCharts,tahoma_movies,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.6lixvx6pb0c239w6gozgioo7l,umc_id,6,97,5,WrappedArray(1592694155057),swoosh,Vacation,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.3ich7f8sravd24iswc9hqq54o,umc_id,7,95,5,WrappedArray(1592694155057),swoosh,Definitely, Maybe,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.18g6eu15orgsvcbm39ur1dd5d,umc_id,8,98,5,WrappedArray(1592694155057),swoosh,Just Mercy,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.50ss2a4z0qylbj6jb8pdsqa3h,umc_id,9,96,5,WrappedArray(1592694155057),swoosh,Dances with Wolves,null,null,null,null,null,null,null,null,null,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","en-US","10.0","","true","Windows","","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","com.apple.TVWatchList","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-05-23T02:22:52.549Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3|Episode_umc.cmc.2mpi140x3j70r8wg9ro1cdv11","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Episode","","","","","","","2020-05-23T02:20:52.900Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","umc.cmc.2mpi140x3j70r8wg9ro1cdv11","Episode","https://tv.apple.com/us/episode/quarantine/umc.cmc.2mpi140x3j70r8wg9ro1cdv11","","900","1.0","1600","","","","United States","","","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/episode/quarantine/umc.cmc.2mpi140x3j70r8wg9ro1cdv11?showId=umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.2mpi140x3j70r8wg9ro1cdv11","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-05-23T02:20:51.275Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,edt.col.5dc6d799-779e-45ac-8b7a-607f70d633b3,umc_id,1,1,null,WrappedArray(),Shelf,«Оно-2»: Пеннивайз возвращается,null,edt.shelf.5dd6f1c3-4f32-400d-88f5-e7d5043e9de4,null,Brick2,null,tahoma_movies,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.696nxlzfifs6t1h6hi8d9nlux,umc_id,2,0,1,WrappedArray(1574960151570),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.696nxlzfifs6t1h6hi8d9nlux,umc_id,3,1,1,WrappedArray(1574960151570),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.696nxlzfifs6t1h6hi8d9nlux,umc_id,4,2,1,WrappedArray(1574960151570),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,edt.col.5c65e490-293d-4a94-8316-db5b77ab28b4,umc_id,5,0,null,WrappedArray(),Carousel,,null,edt.shelf.5c65e55b-62b5-4bef-bb3f-fdd2bd151665,null,Spotlight,null,tahoma_movies,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.1ybrwww83rknjtwiuuemjfbvq,umc_id,6,1,5,WrappedArray(1574960151570),spotlight,null,null,null,null,null,null,null,null,null,null,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","ru-RU","10.0","","true","Windows","","","","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","com.apple.TVWatchList|com.imult.mult","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/episode/quarantine/umc.cmc.2mpi140x3j70r8wg9ro1cdv11?showId=umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.2mpi140x3j70r8wg9ro1cdv11","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","Disney+|FOX NOW|PBS Video|ABC|NBC|Comedy Central|CNN|The CW|Prime Video|Music","","Show","","","","","","","2020-05-23T02:20:51.275Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","en-US","10.0","","true","Windows","","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","com.apple.TVWatchList|com.hulu.plus","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-05-23T02:20:23.581Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","Landing_webLanding","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","CBC|Prime Video","","Show","","","","","","","2020-05-23T02:20:21.859Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,edt.col.5d9cf4d7-8be2-4efb-aa08-7abcb2882c2b,umc_id,1,5,null,WrappedArray(),Shelf,Free Apple TV+ Premieres,null,edt.shelf.5de929ee-1321-41a5-8937-806081668f83,null,Lockup,null,tahoma_watchnow,null,null,null,null,null,null]|[navigate,null,null,null,Episode,null,null,umc.cmc.7ce71s408rqgrnsgtkmilevzw,umc_id,2,5,1,WrappedArray(1578678086586),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","Crave|Treehouse","en-CA","10.0","","true","Windows","","","","Landing","https://tv.apple.com/?ign-itscg=10000&ign-itsct=atv-0-tv_fp-hro_wch-apl-200306","","900","1.0","1600","","","","United States","","com.apple.Music|com.apple.tv","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","7TV|TVNOW PREMIUM|Prime Video","","Show","","","","","","","2020-05-23T02:20:21.859Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,trailers,umc_id,1,2,null,WrappedArray(),Shelf,Trailers,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,null,null,1495007995;64927488;Preview,umc.cmr.atvp.vc.3e1pyeyw5gv5e4ipfivpwy5sb,umc_id,2,0,1,WrappedArray(1585608634490),trailer,,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,episodeShelf,umc_id,3,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.yz12unkphziz2f8dgbv82jh1,umc_id,4,0,3,WrappedArray(1585608634490),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","de-DE|en-US","10.0","","true","Windows","","","webLanding","Landing","https://tv.apple.com/?ign-itscg=10000&ign-itsct=atv-0-tv_fp-hro_wch-apl-200306","","900","1.0","1600","","","","United States","","com.amazon.aiv.AIVApp|com.apple.Music|com.apple.tv","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","","","","","","","","2020-05-23T02:20:13.105Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","","webLanding","Landing","https://tv.apple.com/?ign-itscg=10000&ign-itsct=atv-0-tv_fp-hro_wch-apl-200306","","900","1.0","1600","","","","United States","","","none","240","","","","","e75dc812-6fa7-41f2-bf0f-d3e99160bb14_1_1590200414389","789","1600","860","1600"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-03-22T02:43:20.489Z","page","","","Apple","iPhone","iPhone XS","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","","2601:2c6:4600:0:0:0:0:0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|accountSettings_accountSettings|connectedApps_connectedApps|connectedApps_connectedApps","accountSettings","accountSettings","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.espn.ScoreCenter|com.hulu.plus|com.netflix.Netflix|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball","watchnow","300","","","","","2083e17a-cc85-4b09-b7e3-18206c4b6fcf_3_1584844122234","","","812","375"
"","","","Apple TV App","1","405952270","accountSettings","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Disney+|Tubi TV","","","","","","","","","2020-03-22T02:43:20.459Z","click","","","Apple","iPhone","iPhone XS","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","[null,null,null,null,null,null,null,upNextShelf,umc_id,1,2,null,WrappedArray(),Shelf,Up Next,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,tvs.sbd.4000,null,Movie,null,VBOYZ0560101,umc.cmc.6d0mrskjsusw2jd2d228p88c2,umc_id,2,0,1,WrappedArray(1592888702659),lockup,Beastie Boys Story,null,null,null,null,null,null,null,null,umc.cmr.atvp.mv.2zxpipj4stuqdd423ljapb0ub,null,null,null]|[null,null,null,null,null,null,null,tabItemsCollectionId,umc_id,3,1,null,WrappedArray(),Shelf,,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,tvShowTabItem,umc_id,4,1,3,WrappedArray(1592888702659),tabItems,TV Shows,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,movieTabItem,umc_id,5,0,3,WrappedArray(1592888702659),tabItems,Movies,null,null,null,null,null,null,null,null,null,null,null,null]","2601:2c6:4600:0:0:0:0:0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.espn.ScoreCenter|com.hulu.plus|com.netflix.Netflix|com.turner.TNT","com.adrise.tubitv|com.apple.tv","watchnow","300","","","","","2083e17a-cc85-4b09-b7e3-18206c4b6fcf_3_1584844122234","","","812","375"
"","","","Apple TV App","1","405952270","accountSettings","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","","","","","","","","","","2020-03-22T02:43:20.459Z","click","","","Apple","iPhone","iPhone XS","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","[null,null,null,null,null,null,null,edt.col.5ca47f6d-c2c3-469e-9e69-0c755ce5b1d0,umc_id,1,3,null,WrappedArray(),Shelf,Películas españolas,null,edt.shelf.5db5fdb1-7985-4077-abde-e97a166d574e,uts.category.unknown.edt.col.5ca47f6d-c2c3-469e-9e69-0c755ce5b1d0,Lockup,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.45y1v4dcaf90ucl8htjl3lkdk,umc_id,2,1,1,WrappedArray(1589153477930),swoosh,Malasaña 32,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.md6feiuqil5i636dq8x86cv,umc_id,3,0,1,WrappedArray(1589153477930),swoosh,Hasta que la boda nos separe,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,edt.col.5c3f8939-5bef-4076-a655-aa00c7c0a592,umc_id,4,5,null,WrappedArray(),Shelf,Descubrimientos recientes,null,edt.shelf.5db5fdb1-c61e-4328-80b8-1e200b83dec6,uts.category.unknown.edt.col.5c3f8939-5bef-4076-a655-aa00c7c0a592,Lockup,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.1gonkhrtztw2rltv7e2ss86c0,umc_id,5,7,4,WrappedArray(1589153477930),swoosh,Especiales,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.1vgqw6go1w3vav5t4er6solcb,umc_id,6,8,4,WrappedArray(1589153477930),swoosh,Pequeñas mentiras para estar juntos,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,uts.col.TrendingMovies,umc_id,7,4,null,WrappedArray(),Shelf,Películas populares,null,edt.shelf.5db5fdb1-1f3f-451a-8d19-71b7ef395dab,uts.category.uts.col.TrendingMovies,Lockup,TrendingMovies,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.26cnqi19l1k0z2y9g7udtvfbz,umc_id,8,34,7,WrappedArray(1589153477930),swoosh,El Hobbit: Un viaje inesperado,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.5qinqhkcqoqxnklgq44cuyfw7,umc_id,9,35,7,WrappedArray(1589153477930),swoosh,Trolls,null,null,null,null,null,null,null,null,null,null,null,null]","2601:2c6:4600:0:0:0:0:0","","","WiFi","","es-ES|en-US","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.espn.ScoreCenter|com.hulu.plus|com.netflix.Netflix|com.turner.TNT","com.apple.Music|com.apple.tv","watchnow","300","","","","","2083e17a-cc85-4b09-b7e3-18206c4b6fcf_3_1584844122234","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-03-22T02:43:18.377Z","enter","","","Apple","iPhone","iPhone XS","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","","2601:2c6:4600:0:0:0:0:0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","connectedApps","connectedApps","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.espn.ScoreCenter|com.hulu.plus|com.netflix.Netflix|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball","watchnow","300","taskSwitch","","","","2083e17a-cc85-4b09-b7e3-18206c4b6fcf_3_1584844122234","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-03-22T02:29:21.591Z","impressions","","","Apple","iPhone","iPhone XS","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","[null,null,null,null,null,null,null,upNextShelf,umc_id,1,2,null,WrappedArray(),Shelf,Up Next,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,tvs.sbd.4000,null,Episode,null,VMSHO0560101,umc.cmc.1rat4b7sugk86431sdqrsb64q,umc_id,2,0,1,WrappedArray(1584844143447),lockup,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.2rcy9qgbbvhojr0zcc5ybtjpn,null,null,null]|[null,null,null,null,null,null,null,edt.col.5e72c28a-7e8a-4c02-9efb-17cb6b900252,umc_id,3,5,null,WrappedArray(),Shelf,Public Service Announcement,null,edt.shelf.5e72c43d-603b-406f-93fe-addec98e756a,uts.category.unknown.edt.col.5e72c28a-7e8a-4c02-9efb-17cb6b900252,Brick2,null,tahoma_watchnow,null,null,null,null,null,null]|[play,null,null,null,EditorialVideoClip,null,null,edt.item.5e72b459-5d35-40b5-99a6-e2663eec7b74,umc_id,4,0,3,WrappedArray(1584844159563),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,edt.col.5c6fac13-1d1e-467a-aa26-ebf632a4b64c,umc_id,5,3,null,WrappedArray(),Shelf,What to Watch,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.5um5qljv52fiyq5smadc3c5qs,umc_id,6,1,5,WrappedArray(1584844143447),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.2f8qhsa039voq5x0iwn1eixj1,umc_id,7,0,5,WrappedArray(1584844143447),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,tabItemsCollectionId,umc_id,8,1,null,WrappedArray(),Shelf,,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,tvShowTabItem,umc_id,9,1,8,WrappedArray(1584844143447),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,movieTabItem,umc_id,10,0,8,WrappedArray(1584844143447),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,sportsTabItem,umc_id,11,2,8,WrappedArray(1584844143447),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,edt.col.5d6de2ad-6db2-4e51-8dc5-3bd611a9b7f3,umc_id,12,7,null,WrappedArray(),Carousel,tv+,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.2f8qhsa039voq5x0iwn1eixj1,umc_id,13,0,12,WrappedArray(1584844159563),ribbon,The Banker,null,null,null,null,null,null,null,null,null,null,null,null]","2601:2c6:4600:0:0:0:0:0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.espn.ScoreCenter|com.hulu.plus|com.netflix.Netflix|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball","watchnow","300","","","","","2083e17a-cc85-4b09-b7e3-18206c4b6fcf_3_1584844122234","","","812","375"
